 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1       0.54717E+00      -0.26339E-02      -0.38759E+00       0.21372E+01      -0.11040E+00       0.13085E+01
      0      1      -0.18694E-01      -0.22804E-02      -0.28709E+00       0.14060E+01      -0.38164E-01      -0.92360E+00
      0      1       0.54185E-01      -0.93518E-03      -0.21527E+00       0.41608E+01      -0.21955E+00      -0.16129E+01
      0      1       0.16330E+00      -0.23128E-04      -0.74754E-01       0.27062E+01       0.22105E+00       0.52256E+00
      0      1      -0.11023E+00       0.17101E-03       0.99632E-01       0.23798E+01       0.14244E+00       0.23107E+00
      0      1       0.19773E+01      -0.35911E-02      -0.28412E+00       0.54918E+00       0.16558E+00       0.12463E+01
      0      1       0.20480E+00       0.12763E-02       0.30507E+00      -0.59696E+01       0.54276E-01      -0.34810E+00
      0      1      -0.11724E+00      -0.18081E-02      -0.33679E+00       0.28299E+01      -0.91245E-01       0.15446E+00
      0      1      -0.16057E+01       0.17230E-02       0.30895E-01       0.14368E+01      -0.37726E+00      -0.13933E+01
      0      1      -0.23321E+01       0.48251E-02       0.30828E+00       0.35385E+01      -0.29559E+00       0.90150E-01
      0      1       0.22139E+01      -0.29124E-02      -0.12436E+00      -0.72246E+01       0.28754E+00       0.20180E+01
      0      1      -0.41712E+00       0.14403E-02       0.68469E-01       0.41620E+01      -0.39859E+00      -0.20647E+01
      0      1       0.13820E+01      -0.44656E-02      -0.34499E+00       0.57954E+00      -0.19333E+00      -0.53323E+00
      0      1      -0.39042E-01       0.10755E-02       0.11741E+00      -0.64034E+00      -0.26980E+00      -0.30010E+01
      0      1       0.16107E+01      -0.48372E-02      -0.37479E+00      -0.27770E+01       0.11104E+00       0.23006E+01
      0      1      -0.20244E+01       0.15557E-02      -0.21309E-02       0.58327E+01       0.36097E-01       0.13005E+01
      0      1       0.11777E+01      -0.30405E-02      -0.14304E+00      -0.22527E+01      -0.90704E-01       0.12352E+01
      0      1      -0.36795E+00      -0.20811E-02      -0.18885E+00      -0.16308E+00       0.83744E-01       0.85192E+00
      0      1       0.62549E+00      -0.37187E-02      -0.44432E+00      -0.51657E-01      -0.18968E+00      -0.67672E+00
      0      1      -0.47307E+00       0.20285E-03       0.93703E-01      -0.48575E+00      -0.25050E-02       0.87875E+00
      0      1      -0.11404E+01       0.25028E-02       0.20417E+00       0.38353E+01       0.18291E+00      -0.16219E+01
      0      1       0.13583E+01      -0.40330E-02      -0.42483E+00      -0.26108E+01       0.14335E+00       0.31248E+00
      0      1      -0.21747E+01       0.26278E-02       0.15694E+00       0.17083E+01      -0.79682E-01      -0.34185E+00
      0      1       0.32897E+01      -0.61581E-02      -0.41780E+00      -0.54881E+01      -0.55293E-01       0.18396E+00
      0      1       0.13975E+01      -0.16928E-02       0.70696E-01      -0.60485E+01      -0.11832E+00      -0.17034E+01
      0      1      -0.14282E+01       0.52294E-02       0.40916E+00       0.17098E+01      -0.13716E-01      -0.13771E+01
      0      1      -0.42568E+00       0.17176E-02       0.28048E+00      -0.10648E+01      -0.32418E+00      -0.17426E+01
      0      1       0.24230E+00       0.92379E-03       0.52736E-01      -0.41548E+00      -0.31147E+00       0.12218E+01
      0      1       0.17287E+01      -0.37400E-02      -0.15962E+00      -0.70197E+01       0.28722E+00       0.23425E+01
      0      1      -0.45021E+00      -0.24233E-03      -0.18868E+00       0.14919E+00      -0.72156E-01      -0.83336E+00
      0      1      -0.52161E-01       0.26110E-02       0.18784E+00      -0.95683E+00       0.32277E-01      -0.14795E+01
      0      1      -0.49114E-01      -0.20043E-03       0.18115E+00      -0.31079E+01      -0.17452E+00       0.64645E+00
      0      1       0.17376E-01      -0.45786E-03      -0.90983E-01      -0.21309E+01      -0.22877E+00      -0.32312E+01
      0      1       0.90372E+00      -0.13936E-02      -0.20575E+00      -0.23724E+01      -0.22458E+00      -0.65439E+00
      0      1       0.25766E+01      -0.51921E-02      -0.35180E+00      -0.76527E+01       0.99238E-01       0.21520E-01
      0      1       0.84897E+00      -0.12952E-02       0.93023E-01      -0.27738E+01      -0.33448E-01       0.47568E+00
      0      1      -0.16755E+01       0.32691E-02       0.29677E+00       0.93855E+00       0.11000E+00      -0.48821E+00
      0      1       0.24984E+00       0.11434E-02       0.17950E+00      -0.85420E+00      -0.12573E+00      -0.20656E+01
      0      1       0.21125E+01      -0.29921E-02      -0.29010E+00      -0.13033E+01       0.69156E-01       0.17230E+01
      0      1      -0.12283E+01       0.22048E-02       0.36596E-01       0.53333E+00       0.17071E+00       0.14271E+01
      0      1      -0.14878E+01       0.32167E-02       0.13783E+00       0.51788E+01      -0.37429E+00      -0.60611E+00
      0      1      -0.95891E-02       0.85855E-03       0.36789E-01      -0.33151E+01      -0.25697E+00      -0.17097E+00
      0      1      -0.61750E+00       0.46913E-02       0.38183E+00       0.46500E+00      -0.54458E-01      -0.15785E+00
      0      1       0.73024E+00      -0.29314E-02      -0.24410E+00       0.76974E+00       0.34627E+00       0.42246E+00
      0      1      -0.14604E+01       0.12063E-02      -0.99158E-01       0.60350E+01       0.16787E+00      -0.11229E+01
      0      1       0.56490E+00      -0.17047E-03       0.17024E+00      -0.48488E+01      -0.11142E+00      -0.22625E+00
      0      1      -0.55688E+00       0.12092E-02       0.98289E-01      -0.30107E+01      -0.22686E+00      -0.69792E-01
      0      1       0.19286E+01      -0.26134E-02      -0.15449E+00      -0.75380E+01      -0.11014E+00      -0.13474E+00
      0      1      -0.50661E+00       0.96190E-03       0.20673E+00      -0.22947E+01      -0.47504E-01       0.19510E+01
      0      1      -0.12828E+00       0.64857E-03       0.18497E+00      -0.35963E+01       0.33099E+00       0.18393E+01
      0      1       0.15224E+01      -0.11096E-02       0.24405E-01      -0.15021E+00      -0.24927E-01      -0.54876E+00
      0      1       0.13434E+01      -0.19128E-02      -0.63595E-01      -0.77650E+01       0.11086E+00       0.48820E+00
      0      1       0.20998E+01      -0.29573E-02      -0.15867E+00      -0.46338E+01      -0.96279E-01      -0.13807E+01
      0      1      -0.88177E+00       0.17315E-03      -0.23293E+00       0.55494E+01       0.99871E-01       0.27642E+00
      0      1       0.22506E+01      -0.47481E-02      -0.35170E+00      -0.27370E+01       0.12145E-01      -0.18756E+01
      0      1       0.14231E+01      -0.15149E-02      -0.65810E-02      -0.53941E+01      -0.13875E+00      -0.27109E+01
      0      1      -0.34361E-01       0.12042E-02       0.19131E+00      -0.85944E+00      -0.41829E+00      -0.23135E+01
      0      1      -0.12918E+01       0.34808E-03      -0.16134E+00       0.22799E+01       0.12006E+00       0.20499E+01
      0      1       0.15907E+00      -0.30779E-03       0.42324E-01       0.39634E+00      -0.71598E-01       0.21044E+01
      0      1      -0.18550E+00      -0.47520E-03       0.33452E-01       0.21558E+00      -0.16464E+00       0.13128E+01
      0      1      -0.15414E+01       0.33987E-02       0.25928E+00       0.27299E+01       0.16201E+00      -0.14925E+01
      0      1      -0.25724E+00       0.21861E-03       0.77446E-01      -0.50766E+01       0.16860E+00       0.16859E+01
      0      1       0.10313E+01      -0.29803E-02      -0.20671E+00      -0.14623E+01      -0.20322E+00       0.12710E+01
      0      1      -0.14466E+01       0.23168E-02       0.14541E+00       0.98667E+00       0.27825E+00       0.12466E+01
      0      1       0.59480E+00       0.92568E-03       0.16203E+00       0.10965E+01      -0.16960E+00       0.10869E+01
      0      1       0.97070E+00      -0.14918E-02      -0.39921E-01       0.55399E+00      -0.28074E+00      -0.18201E+01
      0      1       0.69701E+00       0.10315E-02       0.53130E-01      -0.12006E+01       0.50640E-01       0.10799E+01
      0      1       0.63632E+00      -0.19712E-02      -0.34788E-01      -0.10357E+01      -0.56391E-02      -0.10042E+01
      0      1       0.21826E+01      -0.21979E-02      -0.17715E+00      -0.43270E+01       0.18075E+00      -0.18169E+00
      0      1      -0.26214E+00       0.66541E-03       0.20382E+00       0.75412E+00       0.22961E-01       0.51682E+00
      0      1       0.33150E+00       0.55606E-03       0.84814E-01      -0.98670E+00      -0.46457E+00      -0.12469E+01
      0      1      -0.14395E+01       0.12703E-02       0.89557E-01      -0.72829E+00      -0.27304E+00      -0.11513E+01
      0      1       0.11028E+01      -0.23455E-02       0.30651E-02      -0.38062E+01       0.57142E-01      -0.10462E+01
      0      1       0.25408E+00      -0.95037E-04      -0.20499E+00       0.30160E+01       0.28403E+00       0.12363E+01
      0      1      -0.19927E+01       0.45453E-02       0.21757E+00       0.43297E+01       0.56969E-01       0.34626E+00
      0      1       0.15007E+01      -0.16711E-02       0.10165E+00      -0.80026E+01       0.19073E+00       0.99216E+00
      0      1       0.77499E+00      -0.16697E-02      -0.45281E-01      -0.18566E+01       0.24993E-01      -0.54397E+00
      0      1      -0.12509E+00       0.18464E-02       0.83933E-01       0.13921E+00       0.92836E-01      -0.58158E+00
      0      1      -0.17713E+00      -0.13947E-02      -0.33461E+00       0.21863E+01      -0.54923E-01      -0.49316E+00
      0      1      -0.43327E+00      -0.12032E-02      -0.22383E+00      -0.74602E+00       0.22230E+00       0.44765E+00
      0      1      -0.37744E+00       0.86766E-03       0.22772E+00       0.65797E-02      -0.23681E+00      -0.19221E+01
      0      1      -0.19278E+01       0.21396E-02      -0.20310E-01       0.30552E+01       0.20018E+00       0.11245E+01
      0      1       0.15330E+00       0.15510E-02       0.17443E+00      -0.21210E+01       0.18778E+00      -0.84314E+00
      0      1       0.12860E+01      -0.28401E-02      -0.21428E+00      -0.17220E+01      -0.30750E+00      -0.18790E+01
      0      1       0.41992E-01       0.15567E-02       0.50424E-01       0.82522E+00      -0.34019E+00       0.10546E-01
      0      1       0.14070E+01      -0.38866E-02      -0.32218E+00      -0.85468E+00      -0.12450E+00      -0.26550E+01
      0      1      -0.42505E+00       0.51740E-03       0.10236E-01       0.36837E+01       0.17187E+00       0.25170E+01
      0      1       0.13808E+01      -0.15025E-02      -0.18801E+00      -0.17680E+01      -0.45823E-01       0.37617E+00
      0      1      -0.27381E+00      -0.15390E-03       0.12085E+00      -0.19456E+01      -0.16280E-01       0.32876E+00
      0      1      -0.12021E+01       0.14302E-02       0.18680E-01       0.24303E+01      -0.12669E+00       0.14543E+01
      0      1       0.45372E+00       0.68394E-04      -0.19082E-01      -0.22359E+01      -0.24434E-01       0.51074E+00
      0      1      -0.13360E+01       0.27847E-02       0.19974E+00       0.36694E+01       0.27606E+00       0.32648E+01
      0      1      -0.64786E+00       0.13012E-02       0.11894E+00      -0.63796E+00      -0.64530E-01       0.37880E+00
      0      1      -0.18910E+00       0.51225E-03      -0.45510E-01       0.16214E+01      -0.30686E+00      -0.32206E+01
      0      1       0.42897E-01       0.50873E-03      -0.49762E-01      -0.11676E+01       0.28561E+00       0.19608E+01
      0      1      -0.13476E+01       0.17232E-02      -0.53593E-01       0.45449E+01       0.12967E+00      -0.18046E+01
      0      1      -0.11153E+01       0.24140E-02       0.33079E+00      -0.16761E+01      -0.21063E+00      -0.20863E+01
      0      1      -0.47391E+00       0.71437E-03       0.19268E+00      -0.10734E+01      -0.10692E-01      -0.16273E+01
      0      1       0.15259E+01      -0.27504E-02      -0.87753E-01      -0.50886E+01       0.27817E+00      -0.36091E+00
      0      1      -0.63207E+00       0.38965E-03      -0.10473E-01       0.13210E+01      -0.42382E+00      -0.19800E+01
      0      1       0.33360E+00      -0.27194E-02      -0.17210E+00      -0.10269E+01       0.16999E+00       0.65982E-02
      0      1      -0.28604E+01       0.60595E-02       0.44434E+00       0.51756E+01       0.96509E-01      -0.28692E+00
      0      1       0.17947E+01      -0.48379E-02      -0.21780E+00      -0.40564E+01      -0.11777E+00       0.88049E+00
      0      1      -0.36581E+00       0.11057E-02      -0.40358E-01       0.13402E+01      -0.96724E-02       0.11037E+01
      0      1      -0.38140E+00       0.23910E-02       0.21790E+00      -0.26472E+01      -0.13854E+00       0.55490E+00
      0      1       0.15747E+01      -0.30888E-02      -0.34333E+00      -0.76876E+00       0.19055E+00       0.26087E+01
      0      1       0.18527E+01      -0.24169E-02      -0.92663E-01      -0.60056E+01      -0.27251E+00      -0.18976E+01
      0      1       0.14147E+01      -0.38310E-02      -0.38342E+00      -0.73714E+00      -0.16623E+00      -0.19704E+01
      0      1       0.69549E+00      -0.66734E-03       0.85833E-01      -0.96672E+00       0.19633E+00       0.13727E+01
      0      1       0.19846E+01      -0.41444E-02      -0.13776E+00      -0.47682E+01      -0.15463E+00      -0.75704E+00
      0      1      -0.22944E+01       0.49723E-02       0.36370E+00       0.65078E+01       0.43669E-01       0.70412E+00
      0      1      -0.12097E+01       0.31241E-02       0.21296E+00      -0.58392E+00      -0.20233E+00      -0.98449E+00
      0      1      -0.14226E+01       0.17350E-02       0.10427E+00       0.43391E+01      -0.10687E+00      -0.20793E+01
      0      1      -0.38316E+00      -0.41829E-03      -0.94588E-02      -0.42427E+01       0.92228E-01       0.16672E+00
      0      1      -0.15417E+01       0.39450E-02       0.23106E+00       0.24591E+01       0.21037E+00       0.22309E+01
      0      1       0.88464E+00      -0.21080E-02       0.12206E-01      -0.13657E+01      -0.10234E+00      -0.13895E+01
      0      1      -0.54994E+00       0.11992E-02       0.10925E+00       0.39516E+01       0.11638E+00      -0.15649E+01
      0      1       0.74235E+00      -0.49756E-03       0.33396E-01      -0.32062E+01       0.55482E-01      -0.12093E+01
      0      1      -0.24257E+01       0.24993E-02       0.18770E-01       0.58084E+01      -0.22174E-01      -0.73660E-01
      0      1       0.22563E+00       0.98312E-03       0.73085E-01       0.12220E+01      -0.30413E+00      -0.67282E+00
      0      1       0.12351E+00       0.78678E-03       0.16645E+00      -0.23584E+01      -0.20781E+00       0.98173E+00
      0      1      -0.70129E+00       0.10164E-02       0.26861E+00      -0.24342E+00      -0.14105E+00      -0.85184E+00
      0      1      -0.15303E+01       0.35315E-02       0.20893E+00       0.25180E+01      -0.37631E+00      -0.11803E+01
      0      1       0.18301E+01      -0.33272E-02      -0.10132E+00      -0.42810E+01      -0.17294E+00      -0.24208E+01
      0      1       0.26778E+01      -0.44289E-02      -0.12069E+00      -0.66483E+01      -0.47156E-01      -0.91973E+00
      0      1       0.45185E+00      -0.68152E-03      -0.72192E-01       0.31576E+01       0.22575E+00       0.14446E+01
      0      1      -0.15006E+01       0.72576E-03       0.67642E-01       0.60949E+00      -0.13254E+00       0.13952E+01
      0      1      -0.84387E-01      -0.14404E-02      -0.35584E+00       0.33654E+01      -0.12879E+00       0.62183E+00
      0      1       0.11911E+00       0.32638E-03       0.27591E-01      -0.38768E+01       0.17669E+00      -0.86743E+00
      0      1      -0.12160E+01       0.39397E-02       0.41000E+00       0.85508E+00       0.21296E+00       0.80752E-01
      0      1      -0.86025E+00       0.19735E-02       0.21043E+00      -0.10699E+01       0.30972E+00       0.73683E+00
      0      1      -0.13232E+01       0.35170E-02       0.26826E+00       0.65001E+00      -0.15219E+00       0.64229E+00
      0      1      -0.16953E+00       0.45637E-03      -0.62363E-01       0.46429E+01       0.84363E-01       0.13502E+01
      0      1       0.12942E+00      -0.12793E-02      -0.98048E-01       0.16665E+01      -0.37294E+00      -0.58266E+00
      0      1      -0.19100E+01       0.26277E-02       0.24130E+00       0.16144E+01       0.18322E+00      -0.12925E+00
      0      1       0.82763E+00      -0.44607E-02      -0.36860E+00      -0.19497E+01       0.15163E+00       0.38503E+00
      0      1      -0.94321E+00       0.16482E-02       0.79907E-01       0.30987E+01       0.63287E-01      -0.24815E+01
      0      1      -0.19953E+01       0.50442E-02       0.31206E+00       0.48297E+01       0.31157E+00       0.53969E+00
      0      1      -0.43675E+00       0.16820E-02       0.23532E+00       0.15441E+01      -0.43293E-01      -0.12313E+01
      0      1      -0.32800E+00       0.10536E-02      -0.15422E-01       0.31616E+01       0.22930E+00      -0.84848E+00
      0      1       0.71715E+00      -0.90225E-03      -0.40168E-01       0.29049E+01       0.83896E-01       0.45750E+00
      0      1       0.21727E+01      -0.31707E-02      -0.25861E+00      -0.16262E+01       0.26721E+00       0.12801E+01
      0      1      -0.14045E+01       0.24256E-02       0.81525E-01       0.46491E+01       0.24023E+00       0.20909E+01
      0      1       0.51973E+00      -0.13168E-02      -0.13259E+00      -0.13288E+01       0.16423E+00       0.17693E+01
      0      1      -0.49500E+00       0.84789E-03      -0.85485E-01       0.34250E+01      -0.42107E+00      -0.15877E+01
      0      1       0.63260E+00       0.19238E-03      -0.78501E-01       0.15310E+01       0.35200E+00       0.11096E+01
      0      1       0.28529E+00      -0.14454E-02      -0.97413E-01       0.17457E+01      -0.21838E-01      -0.10935E+01
      0      1       0.24709E+01      -0.43958E-02      -0.26121E+00      -0.50030E+01       0.22298E+00      -0.81560E+00
      0      1      -0.14518E+01       0.67211E-03       0.34049E-01       0.12401E+01       0.14223E+00      -0.88139E+00
      0      1      -0.15544E+00       0.34731E-03       0.24463E-01       0.11632E+01      -0.47019E-01      -0.92577E+00
      0      1       0.16537E+01      -0.35603E-02      -0.13111E+00      -0.47982E+01       0.87548E-01       0.29815E+00
      0      1       0.53548E+00      -0.14612E-02      -0.49470E-01       0.80504E+00      -0.16592E+00      -0.29772E+01
      0      1      -0.11599E+01       0.96934E-03      -0.96738E-01       0.40968E+01      -0.19745E+00      -0.28049E+01
      0      1      -0.16332E+01       0.72419E-03      -0.89095E-01       0.64103E+01      -0.58923E-01      -0.94091E+00
      0      1       0.64701E+00      -0.15100E-02      -0.15500E+00      -0.57811E+00       0.26549E+00       0.12602E+01
      0      1       0.18693E+01      -0.32315E-02      -0.64062E-01      -0.63511E+01       0.29230E+00       0.69256E+00
      0      1      -0.27814E+00      -0.87151E-03      -0.34621E-01      -0.28512E+00      -0.35266E-02      -0.21543E+01
      0      1       0.13694E+01      -0.22129E-02      -0.15574E+00      -0.40456E+01      -0.60745E-01       0.18053E+01
      0      1      -0.48298E+00       0.17901E-02       0.21065E+00      -0.24562E+01      -0.11586E+00      -0.15921E+01
      0      1       0.14582E+01      -0.20161E-02      -0.10320E+00      -0.76003E+01       0.27143E-01      -0.76550E+00
      0      1      -0.82959E+00       0.15263E-02       0.22691E+00       0.67813E+00      -0.16088E-01      -0.18174E+01
      0      1      -0.48795E+00       0.26092E-03      -0.31771E-01       0.10066E+01      -0.22837E+00       0.38800E+00
      0      1       0.12016E+01      -0.21456E-02       0.41826E-02      -0.48591E+01      -0.20658E+00      -0.26417E+01
      0      1      -0.14297E+01       0.30749E-02       0.31412E+00       0.28557E+01       0.18050E+00       0.70153E+00
      0      1       0.10141E+01      -0.19740E-02      -0.12395E+00      -0.15568E+01       0.50171E-02      -0.77615E+00
      0      1       0.37209E+00       0.17298E-02       0.10014E+00       0.40182E+01      -0.72000E-01      -0.61926E+00
      0      1       0.30485E+01      -0.57620E-02      -0.37285E+00      -0.74948E+01       0.86491E-01       0.10357E+01
      0      1       0.12795E+01      -0.10364E-02       0.62096E-01      -0.39201E+01       0.20261E+00      -0.14702E+01
      0      1      -0.83583E+00       0.12624E-02      -0.13165E+00       0.22734E+01       0.15190E+00       0.21413E+01
      0      1      -0.10795E+01       0.17050E-02       0.16406E+00      -0.86876E+00      -0.13291E+00       0.79550E+00
      0      1      -0.74108E-01      -0.67063E-03      -0.17427E+00       0.30587E+01       0.25482E-01      -0.23194E+01
      0      1       0.88302E+00      -0.27184E-02      -0.30298E+00      -0.12738E+01       0.52599E-02      -0.11789E+01
      0      1      -0.73558E-02       0.20312E-02       0.44127E-01       0.34440E+01       0.54726E-01      -0.91184E+00
      0      1       0.29997E+00       0.93725E-03       0.32785E-01      -0.31601E+01       0.20909E+00       0.18220E+01
      0      1       0.10933E+01      -0.75513E-03      -0.13781E+00      -0.19545E+01       0.69697E-01      -0.12371E+01
      0      1       0.21061E+01      -0.57622E-02      -0.48623E+00      -0.36446E+01      -0.76250E-01      -0.40991E+00
      0      1      -0.24787E+01       0.46602E-02       0.24706E+00       0.43118E+01       0.32461E+00       0.12116E+01
      0      1      -0.33101E+00       0.10990E-02      -0.83767E-02       0.82226E+00      -0.16199E+00      -0.29871E+01
      0      1      -0.10575E+01       0.72607E-03       0.10250E+00      -0.29256E+01       0.10244E+00      -0.26727E+00
      0      1       0.26880E+00       0.22083E-02       0.17214E+00       0.82971E+00       0.13901E+00      -0.10018E+01
      0      1      -0.10436E+01       0.13310E-02       0.27890E-01      -0.12706E+01      -0.26255E+00      -0.16851E+01
      0      1       0.81316E+00      -0.14575E-02      -0.23704E-01      -0.51960E+01       0.72611E-01       0.18737E+01
      0      1       0.31449E+00      -0.11786E-02      -0.11146E+00       0.12493E+01      -0.41320E+00      -0.44920E+00
      0      1       0.91102E-01      -0.63223E-04      -0.76987E-01       0.19999E+01       0.22513E-02       0.20061E+01
      0      1       0.12207E+01      -0.82186E-03      -0.18519E-01      -0.38923E+01      -0.19943E+00      -0.74662E+00
      0      1       0.31648E+00      -0.19694E-02      -0.23237E+00       0.25244E+01      -0.35544E+00      -0.58040E+00
      0      1       0.21954E+00       0.10806E-03       0.13384E-01       0.31123E+01       0.10758E+00       0.35385E-01
      0      1      -0.58941E+00      -0.46048E-03      -0.73509E-01       0.31298E+01      -0.33051E+00       0.85828E-01
      0      1      -0.27782E+00       0.14403E-02       0.13719E+00      -0.38248E+01      -0.12422E+00       0.10410E+01
      0      1       0.94381E+00      -0.13461E-02      -0.18281E+00      -0.30824E+01      -0.33232E+00      -0.12073E+01
      0      1      -0.17308E+01       0.47233E-02       0.27926E+00       0.57809E+01      -0.25846E+00      -0.14220E+01
      0      1      -0.80928E+00      -0.17825E-02      -0.19704E+00       0.30652E+00      -0.10796E+00      -0.15300E+01
      0      1       0.77552E-01      -0.55047E-03      -0.54765E-01      -0.34873E+01      -0.12461E+00       0.14234E+01
      0      1      -0.17759E-01       0.16522E-02       0.96597E-01      -0.71471E+00       0.28723E+00       0.23158E+01
      0      1       0.81666E+00      -0.37239E-02      -0.21645E+00      -0.34165E+01       0.20443E+00       0.17426E+00
      0      1       0.15768E+01      -0.22056E-02      -0.12768E+00      -0.46855E+00      -0.18197E+00      -0.99451E+00
      0      1       0.25771E+00      -0.20141E-02      -0.22363E+00      -0.24876E+01       0.55164E-01      -0.21165E+01
      0      1       0.21241E-01      -0.85388E-03      -0.16820E+00       0.46140E+01      -0.27603E+00      -0.41329E+00
      0      1      -0.88847E+00       0.18356E-02       0.12631E+00       0.51407E+01       0.27924E+00       0.35671E+00
      0      1       0.11212E+01      -0.42165E-03       0.16112E+00      -0.59205E+01      -0.22331E+00      -0.21955E+01
      0      1      -0.10003E+01       0.17400E-02      -0.96663E-01       0.63045E+01      -0.43124E-01       0.54296E+00
      0      1       0.17286E+01      -0.38099E-02      -0.19886E+00      -0.25385E+01       0.46373E-02       0.18312E+01
      0      1      -0.10364E+01       0.41361E-02       0.23720E+00       0.18830E+01       0.12974E+00      -0.59285E+00
      0      1      -0.87867E+00       0.55192E-03      -0.11676E+00       0.22806E+01      -0.37180E+00      -0.23942E+00
      0      1      -0.14687E+01       0.14832E-02      -0.65902E-01       0.42201E+01      -0.17554E+00      -0.28675E+01
      0      1       0.43363E+00      -0.13555E-02      -0.24525E-01      -0.27354E+01       0.34515E-02      -0.84356E+00
      0      1       0.18761E+00       0.12314E-02       0.28463E+00       0.20795E-01      -0.80241E-01      -0.12610E+01
      0      1      -0.92971E+00       0.31941E-02       0.28091E+00       0.28876E+01       0.49426E-01      -0.39480E+00
      0      1      -0.15737E+01       0.71351E-03      -0.29146E-01       0.87352E+00      -0.28376E+00      -0.90631E+00
      0      1      -0.13157E+01       0.12805E-02       0.11353E+00       0.12212E+01       0.48767E-01      -0.16124E+01
      0      1       0.48985E+00      -0.15288E-02      -0.22361E+00       0.44555E+01      -0.19380E+00      -0.12170E+01
      0      1      -0.77416E+00      -0.39345E-03      -0.14472E+00      -0.60899E+00       0.15833E+00       0.93345E+00
      0      1       0.70425E+00      -0.15178E-02      -0.12866E+00      -0.27777E+01       0.24890E+00       0.34387E-01
      0      1       0.21764E+01      -0.38879E-02      -0.32018E+00      -0.95264E+00      -0.18440E-01      -0.16285E+01
      0      1      -0.90277E+00       0.28708E-02       0.56126E-01       0.11961E+01       0.23019E-01       0.89508E-01
      0      1       0.77448E+00      -0.75725E-03      -0.88496E-02      -0.10324E+01      -0.30185E+00       0.59739E+00
      0      1      -0.20959E+01       0.62596E-02       0.47295E+00       0.23784E+01       0.79483E-01       0.66071E+00
      0      1      -0.10111E+01       0.25459E-02       0.31679E+00      -0.59666E+00       0.19104E+00       0.19121E+01
      0      1      -0.23820E+01       0.57698E-02       0.42126E+00       0.34125E+01      -0.13785E+00      -0.36733E+00
      0      1       0.36234E+00      -0.38200E-03       0.35229E-01      -0.19438E+01      -0.36663E-01      -0.20097E+01
      0      1       0.49794E+00       0.84728E-03       0.13544E+00      -0.51666E+01       0.11932E+00      -0.75614E+00
      0      1      -0.35543E+00      -0.14601E-02      -0.19166E+00      -0.48407E+00      -0.70252E-01      -0.60358E+00
      0      1       0.13384E+01      -0.32706E-02      -0.27241E+00      -0.43426E+01      -0.67362E-01       0.10893E+01
      0      1      -0.58652E+00       0.32309E-03       0.67916E-01       0.19726E+01      -0.69110E-01       0.21092E+01
      0      1       0.53365E-01       0.29174E-03       0.56562E-01      -0.54480E+01       0.38806E-01      -0.11248E+00
      0      1      -0.12249E+01       0.15377E-02       0.21946E+00       0.35914E+01       0.91631E-01      -0.59922E-02
      0      1      -0.22769E+01       0.44581E-02       0.21122E+00       0.29981E+01      -0.10952E+00      -0.88040E-01
      0      1      -0.27332E+01       0.54350E-02       0.37301E+00       0.20866E+01       0.57939E-01       0.41641E-01
      0      1      -0.11397E+01       0.20734E-02       0.98618E-01      -0.59942E+00      -0.28963E+00       0.41686E+00
      0      1      -0.20168E+01       0.35592E-02       0.34015E+00       0.48678E+01       0.15669E+00       0.62527E+00
      0      1      -0.42987E+00       0.29762E-02       0.30512E+00       0.65220E+00       0.85220E-01      -0.17408E+01
      0      1      -0.26367E+01       0.46099E-02       0.18556E+00       0.49749E+01       0.24576E+00       0.26791E+00
      0      1       0.67082E+00      -0.12837E-02      -0.13034E+00       0.17587E+01      -0.52260E-01       0.13761E+01
      0      1      -0.70096E+00       0.15024E-02      -0.94507E-01       0.49053E+01       0.13190E+00      -0.11650E+00
      0      1      -0.19184E+01       0.23280E-02       0.20240E-01       0.49689E+01       0.41934E-02      -0.16177E+00
      0      1       0.25184E+01      -0.43391E-02      -0.21770E+00      -0.61241E+01       0.12796E+00      -0.10844E+01
      0      1       0.53178E+00      -0.27044E-02      -0.21116E+00       0.54890E+00       0.36027E+00       0.48206E+00
      0      1      -0.52094E+00       0.15099E-02       0.11561E+00       0.12740E+01      -0.17943E+00      -0.33828E+01
      0      1       0.17977E+01      -0.15578E-02      -0.21217E+00      -0.13751E+01       0.85416E-01       0.54563E-01
      0      1      -0.17239E+01       0.36628E-02       0.18881E+00       0.20568E+01       0.14823E+00       0.99254E+00
      0      1      -0.13552E+01       0.13969E-02       0.30883E-01       0.23968E+01      -0.24498E+00       0.74308E+00
      0      1      -0.12267E+01       0.25367E-02       0.10674E+00       0.27276E+01      -0.36926E+00      -0.25230E+01
      0      1      -0.99575E+00       0.15779E-02       0.28778E+00      -0.19612E+01      -0.16974E+00      -0.92013E+00
      0      1       0.69910E+00      -0.24684E-02      -0.10421E+00       0.13205E+01       0.34209E-01      -0.12187E+00
      0      1       0.24537E+01      -0.26058E-02      -0.40584E-01      -0.47599E+01       0.19345E+00      -0.49870E-01
      0      1      -0.22658E+01       0.54862E-02       0.23027E+00       0.62302E+01      -0.11202E+00       0.21448E+00
      0      1       0.16705E+01      -0.44161E-02      -0.24252E+00      -0.44865E+01      -0.10444E+00      -0.33333E+00
      0      1      -0.25122E+01       0.39110E-02       0.17591E+00       0.57237E+01       0.65365E-01      -0.12974E+01
