 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1      -0.21093E+00      -0.30227E-03      -0.21893E+00       0.25797E+01       0.98609E-01      -0.11759E+01
      0      1       0.79393E+00      -0.20594E-02      -0.11722E+00      -0.48760E+01       0.17251E+00      -0.33945E+00
      0      1       0.24342E+01      -0.53169E-02      -0.45186E+00      -0.28075E+01       0.15767E+00      -0.14977E+00
      0      1      -0.91051E-01       0.77165E-03       0.12348E+00       0.12307E+01      -0.23305E+00      -0.29889E+01
      0      1       0.55724E+00      -0.42354E-03      -0.11136E+00       0.36955E+00       0.81456E-01      -0.22176E+01
      0      1       0.19685E+00       0.22545E-03      -0.76267E-01      -0.63227E+00      -0.33630E+00      -0.19799E+01
      0      1      -0.34718E+00       0.16134E-02       0.82460E-01       0.11297E+01      -0.24033E+00      -0.34528E+01
      0      1      -0.17109E+01       0.13922E-02       0.11992E+00       0.17134E+01       0.24157E+00      -0.21625E+00
      0      1       0.14560E+01      -0.21953E-02      -0.24721E+00       0.11251E+01       0.16387E+00       0.10649E+01
      0      1      -0.24201E+01       0.33977E-02       0.18400E-01       0.80362E+01      -0.10059E-01      -0.29650E+00
      0      1       0.21314E+01      -0.41863E-02      -0.32790E+00      -0.41274E+01      -0.26518E+00      -0.22247E+01
      0      1       0.20498E+01      -0.12621E-02      -0.63141E-02      -0.53565E+01       0.53582E-01       0.19906E+01
      0      1       0.25924E+01      -0.57116E-02      -0.37313E+00      -0.49009E+01       0.29723E-01      -0.27079E+00
      0      1      -0.14458E+01       0.21062E-02       0.16665E+00       0.23142E-01      -0.74931E-01       0.16995E+01
      0      1       0.41025E+00       0.22402E-02       0.18665E+00       0.13882E+01      -0.92666E-01       0.11278E+01
      0      1      -0.23745E+01       0.36060E-02       0.29804E+00       0.43191E+01       0.98196E-01      -0.80277E+00
      0      1      -0.63574E+00       0.22905E-02       0.64787E-01       0.40877E+01       0.19148E+00       0.55240E+00
      0      1      -0.80676E+00       0.84356E-03       0.13766E-01       0.30547E+00      -0.68667E-01      -0.11580E+01
      0      1       0.69070E+00       0.45372E-03       0.98923E-01      -0.18412E+01      -0.24018E+00      -0.43890E+00
      0      1       0.29065E+00       0.63444E-04       0.15285E+00      -0.13325E+01       0.22617E+00       0.10507E+01
      0      1       0.10095E+00      -0.11623E-02      -0.17590E+00      -0.36430E+01       0.15360E+00       0.35661E+00
      0      1       0.10516E+00       0.11596E-02       0.15126E-01       0.27638E+01      -0.32772E+00       0.36655E+00
      0      1       0.18845E+01      -0.27783E-02      -0.19578E+00      -0.50082E+00      -0.22740E+00      -0.76398E-01
      0      1       0.92069E-01      -0.61451E-03      -0.21626E-01       0.23850E+01       0.21117E+00      -0.13163E+01
      0      1       0.10813E+00       0.18520E-03      -0.38472E-01      -0.35757E+01      -0.21585E+00      -0.16381E+01
      0      1      -0.96812E+00       0.10062E-02      -0.65115E-01       0.22684E+01      -0.13459E+00      -0.22895E+01
      0      1       0.94425E+00      -0.11537E-02      -0.14678E+00      -0.33812E+01      -0.94034E-01      -0.17155E+01
      0      1       0.10612E+01      -0.78377E-03      -0.72754E-01      -0.49149E+00       0.27097E+00       0.30179E+01
      0      1      -0.11090E+00       0.18826E-02       0.33515E+00      -0.42295E+01      -0.15124E+00       0.41987E+00
      0      1      -0.26011E+01       0.32763E-02       0.19503E+00       0.33213E+01       0.25675E+00       0.87387E+00
      0      1      -0.21406E+01       0.24525E-02       0.11572E+00       0.36946E+01      -0.82883E-01       0.15709E+01
      0      1       0.49535E+00       0.70686E-03       0.18342E+00      -0.48041E+01       0.82663E-01      -0.10970E+01
      0      1       0.14218E+01      -0.41734E-02      -0.28181E+00      -0.52124E+01       0.21999E+00       0.19403E+01
      0      1       0.13694E+01      -0.28707E-03      -0.22704E-01      -0.42795E+01      -0.54496E-01       0.44876E+00
      0      1      -0.23706E+00      -0.16285E-02      -0.17097E-02      -0.53529E+00       0.50739E-01       0.14427E-01
      0      1       0.13728E+01      -0.11949E-02       0.59672E-01      -0.57112E+01       0.26632E+00       0.18189E+01
      0      1      -0.22155E+01       0.50695E-02       0.41832E+00       0.37057E+01      -0.17613E+00       0.41875E+00
      0      1      -0.90032E+00       0.24707E-03      -0.10217E+00       0.30463E+01      -0.24972E+00      -0.19251E+01
      0      1      -0.58615E+00       0.31906E-02       0.27705E+00       0.28116E+01      -0.95818E-01       0.12519E+01
      0      1       0.18509E+00      -0.34708E-02      -0.32612E+00       0.12129E+01       0.14292E+00       0.89802E+00
      0      1      -0.18222E+01       0.40142E-02       0.95240E-01       0.63075E+01       0.20721E+00      -0.15964E+00
      0      1       0.11174E+01      -0.33988E-02      -0.14461E+00      -0.12034E+01       0.23444E+00       0.49913E+00
      0      1       0.50954E+00      -0.48245E-03      -0.29571E-01       0.10153E+01      -0.22773E+00      -0.17909E+01
      0      1       0.24720E+00      -0.21550E-03      -0.16908E+00       0.10779E+01      -0.81748E-01      -0.26178E+01
      0      1      -0.82863E-01      -0.13298E-02      -0.18789E+00       0.30073E+01      -0.57602E-01       0.25943E+01
      0      1       0.36752E+00      -0.15981E-02      -0.26337E+00      -0.17877E+01      -0.36114E-01       0.85594E+00
      0      1       0.14847E+01      -0.70077E-03       0.14553E+00      -0.48500E+01      -0.26391E+00      -0.19956E+00
      0      1      -0.33699E+00       0.95438E-03       0.12294E+00      -0.37486E+00       0.14384E+00       0.74604E+00
      0      1       0.18700E+00       0.33605E-03       0.34312E-01      -0.30454E+01      -0.31178E+00      -0.31311E+00
      0      1      -0.91413E+00      -0.13448E-03      -0.24737E+00       0.45879E+01       0.12131E+00       0.65312E+00
      0      1      -0.43626E+00       0.35020E-02       0.40348E+00      -0.70967E+00       0.82935E-01      -0.10536E+01
      0      1       0.67113E+00       0.73175E-03       0.87927E-01       0.10500E+01      -0.36496E-01       0.20948E+01
      0      1      -0.36102E+00      -0.79365E-03      -0.10091E+00      -0.33943E+00      -0.21495E+00       0.27773E+00
      0      1      -0.13596E+00      -0.68351E-03      -0.21705E+00       0.42743E+01      -0.28327E+00      -0.14872E+01
      0      1      -0.46544E+00      -0.68778E-03       0.38458E-01       0.15846E+01      -0.28498E+00      -0.15308E+01
      0      1       0.46800E+00      -0.21561E-02      -0.10580E+00      -0.46096E+01      -0.28881E+00      -0.15296E+01
      0      1      -0.16498E+01       0.38886E-02       0.42247E+00       0.65744E+00      -0.17000E+00      -0.43841E-02
      0      1       0.72157E+00      -0.10650E-03      -0.77437E-02      -0.18408E+01       0.15931E-01       0.27204E+01
      0      1      -0.12103E+01      -0.61710E-03      -0.12355E+00       0.48269E+00      -0.27233E-01      -0.93649E+00
      0      1       0.20900E+01      -0.46389E-02      -0.40518E+00      -0.38123E+01      -0.62401E-01       0.84439E+00
      0      1      -0.19383E+01       0.50948E-02       0.21046E+00       0.62647E+01       0.53322E-01       0.18095E+01
      0      1      -0.38805E+00       0.22382E-02       0.62454E-01       0.21369E+01      -0.35001E-01       0.31694E+00
      0      1      -0.10157E+00       0.18344E-02       0.61631E-01       0.28784E+01      -0.67907E-01      -0.85530E+00
      0      1       0.73647E+00      -0.10381E-02       0.14305E-01       0.41592E+00       0.35846E-01       0.17732E+01
      0      1      -0.27345E+00      -0.42383E-03      -0.18219E+00       0.56036E+01       0.25918E+00       0.11869E+01
      0      1      -0.42041E+00       0.27844E-03       0.11920E+00       0.40076E+00       0.38800E+00       0.10495E+01
      0      1       0.90117E+00       0.12163E-02       0.15766E+00      -0.12955E+01       0.32074E+00       0.87711E+00
      0      1      -0.23718E+01       0.37372E-02       0.24154E+00       0.49686E+01       0.48623E-01       0.14411E+01
      0      1       0.43170E+00      -0.13408E-02      -0.20461E+00      -0.66354E+00       0.65532E-01       0.30085E+01
      0      1      -0.74004E+00       0.41878E-03      -0.49518E-01       0.25549E+00      -0.39363E+00      -0.62948E+00
      0      1      -0.13247E+01       0.14876E-02      -0.67531E-01       0.49219E+01      -0.32298E+00      -0.71368E+00
      0      1      -0.14323E+01       0.46086E-02       0.14416E+00       0.66594E+01      -0.93196E-02      -0.26846E+00
      0      1       0.45573E+00      -0.46787E-03      -0.16340E-01      -0.27735E+01       0.58650E-01       0.30114E+01
      0      1      -0.13085E+00      -0.58223E-03       0.30169E-01      -0.16607E+01       0.22945E-01      -0.17340E+01
      0      1      -0.86783E+00       0.19451E-02       0.23492E+00       0.13142E+01       0.21216E+00       0.16412E+01
      0      1      -0.74660E+00      -0.14541E-03      -0.26269E+00       0.54882E+01      -0.13986E+00      -0.22758E+00
      0      1      -0.12626E+01       0.33435E-02       0.11883E+00       0.15730E+01      -0.19829E+00      -0.29459E+00
      0      1       0.11175E+01      -0.13261E-02      -0.11340E+00      -0.18400E+01       0.32487E+00      -0.65778E-01
      0      1       0.67645E+00      -0.11807E-02       0.74127E-01      -0.62511E+01      -0.16453E+00      -0.19545E+00
      0      1       0.61554E+00      -0.96445E-03      -0.16465E+00       0.19771E+01      -0.11741E+00       0.76831E+00
      0      1      -0.16027E+01       0.30520E-02       0.22413E+00       0.15300E+01       0.16847E+00      -0.18918E+00
      0      1       0.19111E+01      -0.49825E-02      -0.47707E+00      -0.14665E+01      -0.13599E+00      -0.87333E+00
      0      1       0.30454E+00       0.10809E-02       0.19342E+00      -0.31555E+01       0.16025E+00      -0.17608E+01
      0      1      -0.42633E+00       0.19625E-02       0.12565E-01       0.22978E+01      -0.29099E+00      -0.23356E+00
      0      1       0.31787E+00       0.30370E-03      -0.14081E-01       0.18486E+00       0.91429E-01       0.15872E+01
      0      1      -0.11683E+01       0.36896E-02       0.35709E+00       0.35361E+01      -0.35737E-01       0.70001E+00
      0      1      -0.90053E+00       0.14423E-02       0.91978E-01       0.20459E+00      -0.15313E+00      -0.38214E-01
      0      1      -0.25288E+01       0.41533E-02       0.91973E-01       0.84834E+01       0.15427E+00      -0.40389E+00
      0      1       0.11620E+01      -0.21383E-02      -0.22888E-01      -0.31955E+01       0.16716E+00      -0.13439E+01
      0      1      -0.13333E+00       0.59062E-03       0.10281E-01       0.11006E+01      -0.49342E-01       0.27321E+01
      0      1      -0.11872E+01       0.57533E-03      -0.10864E+00       0.51458E+01       0.16076E+00       0.20167E+01
      0      1      -0.21226E+01       0.54995E-02       0.31859E+00       0.67152E+01       0.17726E-01      -0.12794E+01
      0      1       0.17720E+01      -0.22211E-02      -0.35995E-02      -0.26907E+01       0.23374E-01       0.18598E+01
      0      1      -0.23271E+01       0.29046E-02       0.16921E+00       0.41605E+01       0.16386E+00      -0.24475E+00
      0      1      -0.79985E+00       0.14625E-02       0.26433E+00      -0.10636E+01      -0.65878E-01      -0.54548E-01
      0      1      -0.23916E+01       0.32659E-02       0.17628E+00       0.47286E+01      -0.13542E+00      -0.15201E+00
      0      1       0.18348E+01      -0.47274E-02      -0.25985E+00      -0.37455E+01       0.71126E-01      -0.46922E-02
      0      1       0.55727E+00      -0.11600E-03       0.46008E-01      -0.30752E+00       0.27589E+00       0.75304E+00
      0      1      -0.67591E+00       0.78597E-03       0.90306E-01      -0.11386E+01      -0.86711E-01       0.34027E-01
      0      1      -0.55999E+00       0.25793E-02       0.16730E+00       0.19714E+01       0.12804E+00       0.29646E+01
      0      1       0.20649E+01      -0.18800E-02       0.27113E-01      -0.45155E+01      -0.13207E+00      -0.81389E-01
      0      1       0.83742E+00      -0.73547E-03      -0.16375E+00      -0.10677E+01      -0.24074E+00      -0.19210E+01
      0      1       0.59124E+00      -0.20083E-02      -0.44556E-01      -0.40004E+01       0.76615E-01      -0.14240E+01
      0      1       0.12807E+00       0.69679E-03       0.90647E-01       0.30906E+01      -0.32736E-01      -0.43862E+00
      0      1       0.21366E+01      -0.31197E-02      -0.17873E+00      -0.29195E+01       0.16818E+00       0.15602E+00
      0      1      -0.64702E+00      -0.55643E-03      -0.54962E-01      -0.10201E+01      -0.21043E+00      -0.16117E+01
      0      1      -0.35122E+00      -0.31206E-03      -0.11816E-01      -0.56993E+00       0.18579E+00      -0.14036E+00
      0      1       0.28786E+01      -0.45297E-02      -0.24988E+00      -0.46253E+01      -0.74837E-01      -0.16431E+01
      0      1      -0.13194E+01       0.34843E-02       0.44320E-01       0.59106E+01      -0.10999E+00      -0.17589E+00
      0      1       0.15387E+00      -0.20944E-02      -0.23950E+00       0.12135E+01      -0.18875E+00      -0.76802E+00
      0      1      -0.26530E+01       0.44121E-02       0.16213E+00       0.46247E+01      -0.24157E+00      -0.11319E+01
      0      1       0.27064E+01      -0.27927E-02      -0.10997E+00      -0.65103E+01      -0.31264E-01       0.13085E+01
      0      1       0.17012E+01      -0.16454E-02      -0.11837E+00      -0.37465E+01      -0.13200E+00       0.13708E+01
      0      1       0.73530E+00      -0.28640E-02      -0.19412E+00      -0.23807E+01      -0.33471E+00      -0.18275E+01
      0      1      -0.35127E+00      -0.20446E-02      -0.28901E+00       0.19665E+01       0.13661E-01       0.43197E+00
      0      1       0.20333E+00      -0.96959E-03      -0.72226E-01      -0.51939E+01       0.21519E+00       0.72960E+00
      0      1      -0.69474E+00       0.53772E-03      -0.14979E+00       0.43202E+01       0.37279E-01      -0.13263E+01
      0      1      -0.40270E+00      -0.88599E-03      -0.20428E+00       0.27080E+01       0.21973E+00      -0.11596E+01
      0      1       0.16018E+00       0.96167E-04      -0.69456E-01       0.14984E+01       0.16980E+00       0.32649E+01
      0      1      -0.68318E+00       0.14744E-02       0.46082E-01       0.48603E+01       0.23766E+00      -0.42941E+00
      0      1       0.22286E+01      -0.19173E-02      -0.14365E+00      -0.29404E+01      -0.82279E-01       0.12605E+01
      0      1      -0.15737E+01       0.26133E-03       0.18321E-01       0.27623E+01       0.50703E-01      -0.11527E+01
      0      1       0.82549E+00      -0.33658E-02      -0.44535E+00       0.73266E-01       0.20288E-01      -0.67390E+00
      0      1      -0.82513E+00       0.24865E-02       0.13169E+00       0.57605E+01      -0.11136E+00       0.12132E+01
      0      1      -0.34727E+00       0.67789E-03       0.20549E+00      -0.20482E+01       0.28968E+00       0.40347E+00
      0      1       0.12658E+01      -0.16092E-02      -0.90806E-01       0.30551E+00      -0.23938E+00      -0.87891E+00
      0      1      -0.17692E+01       0.17335E-02      -0.38796E-01       0.52605E+01       0.35478E+00       0.11044E+01
      0      1       0.16487E+01      -0.83909E-03       0.16336E-01      -0.48369E+01       0.50123E-01       0.14310E+01
      0      1       0.10972E+01      -0.14149E-02       0.55105E-01      -0.69608E+01       0.40212E-01      -0.13633E+01
      0      1      -0.11440E+01       0.10501E-02       0.18293E+00      -0.31501E+01      -0.44685E-01      -0.20902E+00
      0      1      -0.11462E+01      -0.37802E-03      -0.63418E-01       0.13492E+01       0.19000E+00       0.15744E+01
      0      1       0.18845E+00      -0.20874E-02      -0.38020E+00       0.14810E+01       0.16225E-01       0.49413E+00
      0      1      -0.11003E+01      -0.28465E-03      -0.17512E-01       0.26395E+01       0.13471E+00       0.18282E+01
      0      1      -0.54283E+00      -0.56017E-03      -0.25501E+00       0.82393E+00      -0.14964E+00       0.65179E+00
      0      1       0.46324E+00      -0.22282E-02      -0.16262E+00       0.27016E+01      -0.38453E-01       0.16546E+01
      0      1       0.32603E+00      -0.15325E-02      -0.24038E+00       0.10169E+01      -0.25544E+00      -0.10598E+01
      0      1       0.19516E+01      -0.36584E-02      -0.25578E+00       0.19174E+00      -0.24195E+00      -0.44174E+00
      0      1       0.76404E+00      -0.19061E-02      -0.63368E-01      -0.24721E+01       0.31607E-02      -0.10288E+01
      0      1       0.15664E+01      -0.15926E-02      -0.36770E-01      -0.54528E+01       0.14874E+00      -0.11151E+01
      0      1       0.38188E+00       0.30542E-03       0.19606E+00      -0.22187E+00       0.29101E-01       0.14717E+01
      0      1       0.16419E+00      -0.32128E-03       0.10409E+00      -0.39328E+01       0.13588E-01       0.11952E+00
      0      1      -0.66007E+00       0.16459E-02       0.16210E+00       0.28021E+01       0.21520E+00       0.56612E+00
      0      1      -0.29981E+01       0.52857E-02       0.17109E+00       0.69984E+01       0.13575E+00       0.12212E+01
      0      1       0.15119E+01      -0.38818E-02      -0.14076E+00      -0.55376E+01       0.25003E+00       0.22654E+01
      0      1      -0.11308E+01       0.11332E-02       0.14483E+00       0.47888E+01      -0.17011E-01      -0.50196E+00
      0      1       0.68668E+00      -0.14529E-02      -0.19119E+00      -0.64579E+00      -0.10328E+00       0.27034E+01
      0      1       0.17285E+01      -0.14506E-02      -0.15614E+00      -0.19208E+01       0.15974E+00       0.18947E+01
      0      1       0.79374E+00      -0.27836E-02      -0.21493E+00       0.19332E+01      -0.12317E+00       0.50376E+00
      0      1       0.25493E+01      -0.49275E-02      -0.26138E+00      -0.89846E+01      -0.72078E-01      -0.83222E+00
      0      1      -0.80509E+00      -0.23594E-03       0.34979E-01      -0.97050E+00      -0.27574E-01      -0.30305E+00
      0      1       0.29149E-01       0.26465E-03       0.14533E+00      -0.25700E+01       0.42366E+00       0.26097E+01
      0      1       0.16512E+01      -0.33097E-02      -0.11048E+00      -0.61781E+01      -0.25919E+00      -0.19364E+01
      0      1       0.18575E+00      -0.87927E-03       0.10987E+00      -0.33439E+01       0.61271E-01      -0.59038E+00
      0      1      -0.91952E+00       0.72735E-03      -0.12734E+00       0.19192E+01      -0.25237E+00      -0.13262E+01
      0      1       0.29471E+00      -0.15005E-03       0.46231E-01      -0.29457E+01      -0.37128E+00       0.34848E+00
      0      1       0.14715E+01      -0.30762E-02      -0.91508E-01      -0.57414E+01      -0.22437E+00       0.86510E+00
      0      1      -0.14638E+01       0.32655E-02       0.20685E+00       0.29946E+01       0.98959E-01       0.75321E+00
      0      1       0.20121E+01      -0.43196E-02      -0.26374E+00      -0.68837E+01      -0.76391E-01       0.98297E+00
      0      1      -0.28379E+01       0.39163E-02       0.10597E+00       0.76271E+01       0.14162E+00       0.17265E+01
      0      1      -0.85218E+00       0.29749E-02       0.26223E+00       0.36824E+01      -0.28894E+00      -0.57509E-02
      0      1      -0.83505E+00       0.97123E-03       0.89622E-01       0.20770E+01      -0.13478E+00      -0.31908E+01
      0      1      -0.36034E+00       0.23353E-02       0.25057E+00      -0.87405E+00      -0.15321E+00      -0.75435E+00
      0      1       0.13662E+00      -0.24088E-02      -0.79778E-01      -0.19255E+01      -0.10600E+00      -0.11310E+01
      0      1       0.13378E+01      -0.32092E-02      -0.27532E+00      -0.65983E+00       0.38241E-03       0.25438E+01
      0      1      -0.11287E+01       0.16517E-02       0.66632E-01       0.49961E+01      -0.25440E-01       0.82228E-01
      0      1       0.57168E+00      -0.41859E-03      -0.30184E-01      -0.43549E+01       0.44753E-01      -0.14799E-01
      0      1       0.67152E+00      -0.19918E-02      -0.92509E-01      -0.50434E+01      -0.33201E+00      -0.21632E+01
      0      1      -0.36522E+00       0.10513E-02       0.13374E+00       0.35635E+00       0.15532E+00      -0.18655E+01
      0      1       0.11209E+01      -0.39978E-02      -0.28718E+00      -0.29826E+01       0.27285E+00      -0.42110E+00
      0      1       0.49432E+00      -0.40532E-02      -0.35378E+00      -0.16334E+01      -0.83936E-01      -0.76242E-01
      0      1      -0.10717E+01       0.35733E-03       0.99139E-01      -0.62213E+00       0.81735E-02       0.18551E+01
      0      1       0.14801E+01      -0.40233E-02      -0.22659E+00      -0.19389E+01       0.12865E+00       0.41404E+00
      0      1      -0.10357E+01       0.19363E-02       0.75259E-01       0.32133E+01      -0.36420E+00      -0.49778E+00
      0      1      -0.32181E+01       0.70809E-02       0.44520E+00       0.61410E+01      -0.31449E-01       0.10112E+00
      0      1      -0.95866E+00       0.27855E-02       0.34781E+00       0.17993E+00      -0.28287E+00       0.22451E+00
      0      1      -0.71490E+00       0.70271E-03      -0.10524E+00       0.19949E+01       0.26070E+00       0.18930E+00
      0      1       0.29323E+00      -0.22713E-02      -0.17948E+00       0.85171E+00      -0.15989E+00      -0.23278E+01
      0      1       0.33782E+00      -0.83487E-03      -0.39576E-01       0.42266E+01      -0.10988E+00       0.24524E+00
      0      1      -0.91227E+00       0.20038E-02       0.77375E-01       0.13162E+01      -0.25232E+00       0.11896E+01
      0      1       0.56102E+00       0.12652E-02       0.10061E+00      -0.11931E+01      -0.19617E+00      -0.17254E+01
      0      1       0.15150E+01      -0.93035E-03       0.11754E+00      -0.72489E+01      -0.57459E-01      -0.15905E+01
      0      1      -0.19518E+00      -0.41014E-05      -0.23280E-01      -0.19345E+01      -0.14985E+00      -0.28917E+01
      0      1      -0.56288E+00       0.23670E-02       0.18611E+00       0.30000E+01       0.43947E-01      -0.24520E+01
      0      1      -0.20511E+01       0.26567E-02      -0.68315E-01       0.44544E+01      -0.45056E-01       0.49876E+00
      0      1      -0.88047E+00       0.29262E-02       0.84831E-01       0.78557E+00       0.19970E+00       0.12989E+01
      0      1       0.19766E+01      -0.99444E-03       0.60775E-01      -0.62449E+01      -0.22055E+00      -0.93541E+00
      0      1      -0.76095E+00       0.41802E-02       0.45629E+00       0.74920E-01       0.15082E+00       0.12264E+01
      0      1      -0.79915E+00      -0.50062E-03      -0.22265E+00       0.27590E+01       0.32351E+00       0.13402E+01
      0      1       0.71380E-01       0.14281E-02       0.23302E+00      -0.17530E+01      -0.23314E+00      -0.28014E+01
      0      1       0.11659E+01      -0.26369E-02      -0.31204E+00      -0.19719E+01       0.11015E+00       0.15544E+01
      0      1      -0.35291E+00      -0.63978E-03      -0.18378E-01      -0.10810E+01      -0.12020E+00       0.64057E+00
      0      1       0.14987E+01      -0.29170E-02      -0.13475E+00      -0.20814E+01      -0.23143E+00      -0.41135E+00
      0      1       0.88161E+00      -0.18292E-02      -0.18763E+00      -0.49966E+00      -0.41183E+00      -0.71359E+00
      0      1       0.23553E+01      -0.47447E-02      -0.37495E+00      -0.51236E+01      -0.14623E+00      -0.12066E+01
      0      1       0.27611E+00      -0.18671E-02      -0.28385E+00      -0.21537E+01       0.84023E-01       0.89727E+00
      0      1      -0.11063E+01       0.16769E-02      -0.32316E-01      -0.86978E+00      -0.26987E-02      -0.23960E-02
      0      1       0.69707E-01       0.56709E-03       0.11862E-02      -0.31616E+01       0.10072E+00       0.16786E+01
      0      1      -0.90050E+00       0.31496E-02       0.41602E+00      -0.34999E+01       0.62712E-01       0.80961E+00
      0      1      -0.22738E+01       0.35995E-02       0.32540E+00       0.35982E+01      -0.67556E-01       0.13606E+01
      0      1       0.19723E+00       0.12733E-02       0.15394E+00      -0.71980E+00       0.89207E-01      -0.23223E+01
      0      1      -0.12260E+01       0.30091E-02       0.37995E+00       0.17149E-01      -0.16316E+00       0.10825E+01
      0      1      -0.73793E-01       0.11933E-02       0.79319E-01       0.82199E+00       0.30937E+00       0.25524E+01
      0      1       0.63033E+00      -0.31023E-02      -0.33378E+00       0.15676E+01       0.64328E-01      -0.42156E-01
      0      1      -0.21665E+01       0.25592E-02       0.82455E-01       0.72778E+01       0.11923E+00       0.88938E+00
      0      1       0.61990E+00       0.37661E-03       0.26336E-01       0.29848E+01       0.20606E+00       0.10724E+01
      0      1       0.12096E+00      -0.88147E-03      -0.28467E+00       0.43666E+01      -0.42493E-01      -0.13008E+01
      0      1       0.13046E+00      -0.14953E-02      -0.84326E-02       0.15823E+01       0.15055E+00      -0.16435E+00
      0      1       0.70427E+00      -0.34994E-02      -0.29391E+00      -0.46543E+01      -0.11058E+00      -0.15104E+01
      0      1      -0.59464E+00      -0.19817E-03      -0.54006E-01       0.39240E+01       0.14512E+00       0.21687E+00
      0      1       0.68109E+00      -0.14507E-02       0.56443E-01      -0.59954E+00       0.26399E+00       0.12774E+01
      0      1      -0.10892E+01       0.30931E-02       0.14682E+00       0.58870E+01       0.12090E+00      -0.11282E+01
      0      1      -0.31108E+00      -0.78255E-03       0.62909E-01      -0.12863E+00      -0.97849E-01      -0.96950E+00
      0      1       0.10619E+00      -0.14691E-02      -0.32300E+00       0.28284E+01      -0.12008E+00       0.10517E+01
      0      1       0.10298E+01      -0.40468E-02      -0.31227E+00      -0.13374E+01       0.26501E+00       0.24502E+00
      0      1       0.14042E+01      -0.28257E-02      -0.86171E-01      -0.28766E+01      -0.17354E+00      -0.15538E+01
      0      1      -0.25646E+01       0.33259E-02       0.14470E-01       0.72026E+01      -0.71221E-01       0.72709E+00
      0      1      -0.24741E+01       0.34620E-02       0.14342E+00       0.61861E+01       0.25105E+00      -0.40669E+00
      0      1      -0.21995E+01       0.30633E-02       0.95944E-01       0.45325E+01       0.28773E+00       0.13588E+01
      0      1       0.66475E+00      -0.31385E-02      -0.37641E+00      -0.16229E+01       0.15805E-01       0.16637E+01
      0      1       0.11430E+01      -0.76587E-03       0.11693E+00      -0.56784E+01      -0.83308E-02      -0.16800E+01
      0      1      -0.19376E+00      -0.65454E-03      -0.97259E-01       0.34085E+01       0.61558E-01       0.30036E+01
      0      1       0.42627E+00       0.28516E-03       0.15889E-01      -0.14807E+01       0.13945E+00      -0.21781E+01
      0      1       0.11507E+01      -0.20795E-02      -0.14587E+00      -0.53519E+01       0.23649E+00       0.20698E+01
      0      1       0.26145E+00       0.14950E-02       0.24760E+00      -0.44592E+01       0.78460E-01       0.33603E+00
      0      1       0.34510E+00       0.68719E-03       0.23646E+00      -0.47436E+01      -0.21035E+00      -0.23320E+01
      0      1      -0.12384E+01       0.28989E-02       0.94749E-01       0.53589E+01       0.25540E+00       0.19673E+01
      0      1      -0.14542E+01       0.35771E-02       0.22112E+00      -0.15145E-01       0.24075E+00      -0.87956E-01
      0      1       0.16214E+01      -0.41524E-02      -0.29431E+00      -0.39773E+01      -0.28284E+00      -0.32057E+00
      0      1       0.80638E+00      -0.28993E-02      -0.23802E+00      -0.22527E-01      -0.63711E-01      -0.18620E+01
      0      1      -0.19750E+00      -0.84104E-03      -0.10614E+00       0.25737E+00      -0.68435E-01      -0.12095E+01
      0      1       0.20423E+01      -0.33115E-02      -0.18292E+00      -0.64477E+01      -0.26002E+00      -0.40220E+00
      0      1       0.72607E+00       0.22499E-03       0.21910E+00      -0.63226E+01       0.24207E+00       0.64336E+00
      0      1       0.77755E+00      -0.21859E-02      -0.28080E+00       0.31453E+01       0.28496E+00       0.65450E+00
      0      1      -0.93234E+00       0.17037E-02       0.77409E-01       0.50320E+01       0.28871E+00       0.17458E+01
      0      1      -0.93888E+00       0.21071E-02      -0.15158E-01       0.76057E+01       0.15895E+00       0.10462E+01
      0      1       0.46239E+00      -0.35780E-02      -0.33852E+00      -0.66463E+00       0.60056E-01       0.79553E+00
      0      1       0.13347E+01      -0.27869E-02      -0.75218E-01      -0.61475E+01       0.74284E-01      -0.12181E+01
      0      1       0.92772E-02      -0.21811E-02      -0.13592E+00      -0.11589E+01       0.17669E+00       0.10870E+00
      0      1       0.16145E+01      -0.46294E-02      -0.24149E+00      -0.36866E+01       0.25227E+00       0.17046E+01
      0      1       0.17794E+01      -0.12205E-02       0.12898E+00      -0.61626E+01       0.20238E+00      -0.88686E-01
      0      1      -0.68331E+00       0.22499E-02       0.31149E-01       0.30443E+01      -0.58144E-01      -0.15558E+01
      0      1      -0.17658E+01       0.38141E-02       0.14745E+00       0.66073E+01      -0.46671E-01      -0.23532E+01
      0      1      -0.50504E+00       0.39782E-03       0.11943E+00       0.77013E+00      -0.39586E+00      -0.21821E+01
      0      1      -0.16507E+01       0.13588E-02      -0.44901E-01       0.13470E+01       0.12344E+00       0.62128E+00
      0      1      -0.99114E-01      -0.89004E-03       0.46286E-02      -0.19100E+01       0.28842E+00       0.86649E+00
      0      1       0.28283E+00      -0.17890E-02      -0.19138E+00      -0.16916E+00       0.53660E-02      -0.27666E+01
      0      1       0.13505E+01      -0.27575E-02      -0.23634E+00      -0.34458E+01       0.18231E+00       0.15863E+01
      0      1      -0.74278E+00       0.25835E-02       0.35058E+00       0.15377E+00       0.17065E+00       0.30505E+00
