 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1      -0.44642E-01       0.34062E-02       0.41946E+00       0.28874E+01       0.24907E+00       0.16408E+01
      0      1       0.31873E+00       0.26145E-02       0.26689E+00       0.18381E+01       0.35771E+00       0.22830E+01
      0      1      -0.40237E+00      -0.23586E-02       0.24202E+01       0.16660E+02      -0.26957E+00      -0.11230E+01
      0      1       0.84529E+00       0.31976E-02       0.28865E+01       0.19874E+02       0.41235E-02       0.67157E+00
      0      1      -0.37622E+00       0.19023E-02       0.18131E+01       0.12482E+02       0.21904E+00       0.49805E+00
      0      1      -0.62801E+00      -0.29996E-02       0.21642E+01       0.14903E+02       0.34403E+00       0.13438E+01
      0      1      -0.67065E+00       0.12438E-02      -0.26402E+01      -0.18182E+02      -0.37273E+00      -0.12652E+01
      0      1      -0.56838E+00       0.67039E-03       0.14249E+01       0.98136E+01      -0.11024E+00      -0.49128E+00
      0      1      -0.34053E+00      -0.17212E-02       0.11045E+01       0.76029E+01      -0.13904E+00       0.70175E+00
      0      1       0.13293E+01      -0.83865E-03      -0.50583E+00      -0.34809E+01      -0.14975E+00      -0.80823E+00
      0      1      -0.44130E+00       0.13720E-02       0.18514E+01       0.12751E+02      -0.99546E-01      -0.43315E+00
      0      1      -0.88858E+00      -0.24849E-02       0.21651E+01       0.14908E+02       0.33276E+00       0.90752E+00
      0      1       0.12737E+01      -0.19069E-02      -0.10551E+01      -0.72675E+01      -0.27941E+00      -0.93192E+00
      0      1       0.21540E-01       0.20535E-03       0.25445E+01       0.17519E+02       0.48561E+00       0.30547E+01
      0      1      -0.29030E-01       0.74641E-03       0.29035E+00       0.19983E+01      -0.25678E+00       0.69259E+00
      0      1      -0.29568E+00       0.27579E-02      -0.35744E+00      -0.24593E+01      -0.50108E-01       0.10142E+01
      0      1       0.77029E+00       0.24854E-02       0.14196E+01       0.97746E+01      -0.11087E+00       0.25485E-02
      0      1       0.10264E+01      -0.62885E-03       0.81646E+00       0.56206E+01       0.63412E+00       0.21423E+01
      0      1      -0.72995E+00      -0.17468E-02      -0.13971E+01      -0.96191E+01      -0.45324E+00      -0.26140E+01
      0      1      -0.83868E+00       0.16206E-02      -0.15226E+01      -0.10482E+02      -0.66209E+00      -0.19494E+01
      0      1       0.53347E+00      -0.63967E-02       0.24269E+01       0.16710E+02       0.88204E-01       0.71393E+00
      0      1      -0.11215E+00      -0.30184E-02      -0.19272E+01      -0.13267E+02       0.38200E+00       0.15570E+01
      0      1      -0.78645E+00       0.47244E-02      -0.25937E+01      -0.17862E+02      -0.42814E-01      -0.52498E+00
      0      1       0.22785E+00      -0.50478E-02      -0.17518E+01      -0.12062E+02      -0.15692E+00       0.56929E+00
      0      1      -0.22858E+00       0.51944E-02       0.14933E+01       0.10283E+02      -0.37051E+00      -0.84101E+00
      0      1      -0.56549E+00       0.84060E-04       0.14226E+01       0.97971E+01      -0.20356E+00      -0.68070E+00
      0      1       0.11655E-01       0.20068E-02      -0.22006E+01      -0.15152E+02       0.62779E+00       0.33715E+01
      0      1       0.56800E+00       0.36538E-02       0.14239E+01       0.98026E+01      -0.17299E-01      -0.52728E+00
      0      1      -0.28297E+00       0.12044E-02       0.12947E+01       0.89151E+01      -0.75980E+00      -0.25349E+01
      0      1      -0.11967E+01       0.10911E-02      -0.29019E+01      -0.19981E+02       0.27237E+00       0.19900E+01
      0      1      -0.89441E+00       0.17848E-02       0.12205E+01       0.84004E+01      -0.42534E+00      -0.16715E+01
      0      1      -0.25335E+00       0.74409E-03       0.28035E+01       0.19304E+02      -0.28286E+00       0.27809E+00
      0      1      -0.33365E+00      -0.26090E-02      -0.39589E+00      -0.27239E+01      -0.26650E-01       0.11824E+01
      0      1       0.64920E+00       0.13223E-02       0.67783E+00       0.46663E+01      -0.73944E+00      -0.28755E+01
      0      1      -0.58383E+00      -0.28379E-02       0.28516E+01       0.19634E+02       0.25760E+00       0.19495E+01
      0      1      -0.11378E+01       0.38111E-02      -0.16533E+01      -0.11383E+02       0.44163E+00       0.93279E+00
      0      1       0.95668E+00      -0.14039E-02      -0.21970E+01      -0.15126E+02       0.20798E+00      -0.33141E-01
      0      1       0.16509E+00       0.26920E-02       0.12986E+01       0.89386E+01      -0.37975E+00      -0.14374E+01
      0      1      -0.31421E-01      -0.60050E-03       0.10340E+01       0.71229E+01      -0.18266E+00       0.20820E+00
      0      1       0.35574E+00       0.11742E-02      -0.67329E+00      -0.46371E+01      -0.72206E+00      -0.29121E+01
      0      1       0.26807E+00      -0.89486E-03       0.10050E+01       0.69194E+01      -0.61026E-01      -0.17208E+01
      0      1      -0.62816E+00       0.20512E-03       0.56858E+00       0.39117E+01       0.15228E+00       0.14958E+01
      0      1       0.11120E+00      -0.54926E-02      -0.65466E+00      -0.45071E+01       0.29667E+00       0.87689E+00
      0      1       0.21539E+00      -0.24198E-03       0.25806E+01       0.17764E+02       0.16774E+00       0.52036E+00
      0      1       0.97124E+00       0.50300E-04       0.13096E+01       0.90147E+01       0.13529E+00       0.12055E+00
      0      1       0.41422E+00       0.13111E-02      -0.87520E+00      -0.60231E+01       0.59996E+00       0.13227E+01
      0      1      -0.18012E+00       0.19174E-02       0.23144E+01       0.15934E+02       0.50062E+00       0.25227E+01
      0      1       0.26534E+00      -0.15061E-02      -0.26616E+01      -0.18326E+02       0.38121E+00       0.11595E+01
      0      1      -0.65041E+00      -0.21144E-02      -0.11195E+01      -0.77103E+01       0.25123E+00       0.28689E+00
      0      1      -0.23273E+00       0.23543E-02      -0.26164E+01      -0.18014E+02       0.67682E+00       0.20293E+01
      0      1       0.16114E+00      -0.21660E-02      -0.19005E+01      -0.13082E+02      -0.34660E+00      -0.91300E+00
      0      1      -0.11906E+01       0.44681E-02      -0.16690E+01      -0.11491E+02      -0.14186E+00       0.23962E-01
      0      1       0.12291E+01      -0.29045E-02       0.21957E+01       0.15120E+02      -0.40776E-01       0.83072E-01
      0      1      -0.75111E+00      -0.15915E-02       0.16835E+01       0.11592E+02      -0.56204E+00      -0.16412E+01
      0      1      -0.76025E+00       0.42568E-02       0.33449E-01       0.22990E+00       0.86003E-01       0.56559E+00
      0      1      -0.73795E+00       0.42973E-02       0.26998E+01       0.18588E+02      -0.12076E-01      -0.65468E+00
      0      1       0.10567E+01      -0.33438E-02       0.24718E+01       0.17017E+02       0.55911E+00       0.23582E+01
      0      1      -0.94672E-02       0.24955E-02       0.48514E+00       0.33404E+01      -0.30396E+00       0.21673E+00
      0      1      -0.69333E+00      -0.13576E-02      -0.23949E+01      -0.16492E+02       0.38997E-01      -0.98395E+00
      0      1      -0.66979E+00      -0.44525E-03       0.51003E+00       0.35144E+01       0.36686E+00       0.59407E+00
      0      1      -0.11919E+01       0.14956E-02      -0.10800E-02      -0.90711E-02       0.45053E+00       0.20290E+01
      0      1       0.96141E+00      -0.27573E-02      -0.24215E+01      -0.16671E+02       0.51475E+00       0.77761E+00
      0      1       0.55951E-01       0.45447E-03      -0.14886E+01      -0.10250E+02      -0.82112E+00      -0.26389E+01
      0      1       0.12868E+01      -0.43535E-04      -0.53857E+00      -0.37064E+01       0.19375E+00       0.40691E+00
      0      1      -0.21951E+00      -0.34717E-02      -0.20862E+01      -0.14363E+02       0.43800E+00       0.25492E+01
      0      1       0.10966E+01      -0.27126E-02      -0.13940E+01      -0.95999E+01      -0.54926E-01      -0.90497E+00
      0      1       0.28631E+00       0.30799E-02       0.69310E-01       0.47472E+00      -0.41061E-01      -0.21945E+00
      0      1       0.91075E+00      -0.29777E-02      -0.29437E+01      -0.20267E+02      -0.40063E+00      -0.15626E+01
      0      1      -0.31547E+00       0.21317E-02       0.91957E+00       0.63303E+01       0.92096E-01       0.81044E+00
      0      1       0.18495E+00      -0.26456E-02       0.17046E+01       0.11739E+02       0.21273E+00      -0.14426E+00
      0      1       0.11807E+01      -0.26983E-02       0.12298E+01       0.84678E+01       0.23042E+00       0.17871E+01
      0      1       0.95552E+00      -0.55701E-03      -0.23197E+01      -0.15971E+02       0.36588E+00       0.23841E+01
      0      1       0.38385E+00      -0.28920E-02      -0.11217E+01      -0.77200E+01      -0.34051E+00      -0.21408E+01
      0      1       0.25418E+00       0.12553E-02      -0.78657E+00      -0.54198E+01      -0.10531E-01       0.91737E+00
      0      1       0.94908E+00      -0.41542E-02      -0.18968E+01      -0.13062E+02       0.30922E+00       0.17137E+01
      0      1       0.41701E+00      -0.33405E-02       0.15765E+01       0.10856E+02       0.18634E+00       0.18600E+01
      0      1      -0.94001E+00       0.42842E-02      -0.13669E+01      -0.94123E+01      -0.33192E+00      -0.45583E+00
      0      1       0.54671E+00      -0.38937E-02       0.25478E+01       0.17544E+02      -0.21833E+00      -0.20114E+01
      0      1      -0.40956E-01      -0.38135E-02       0.24976E+01       0.17192E+02      -0.80258E-01      -0.70767E-01
      0      1       0.89238E+00      -0.17060E-02       0.11909E+01       0.82004E+01      -0.30192E+00      -0.16414E+01
      0      1      -0.33374E+00      -0.30103E-03      -0.94047E+00      -0.64745E+01      -0.34772E+00      -0.47407E+00
      0      1       0.10152E+00      -0.10568E-02      -0.13208E+01      -0.90923E+01      -0.50331E+00      -0.25353E+01
      0      1       0.25463E+00       0.34034E-02      -0.28546E+01      -0.19650E+02       0.76817E-01       0.77445E-01
      0      1       0.49584E-01      -0.26260E-02      -0.84869E+00      -0.58416E+01       0.42248E+00       0.22403E+01
      0      1      -0.14389E+01       0.20863E-02       0.13036E+01       0.89766E+01      -0.19532E+00      -0.35718E+00
      0      1       0.62821E-01      -0.50590E-02      -0.11268E+01      -0.77569E+01       0.34700E-01       0.96608E+00
      0      1       0.48134E+00      -0.23240E-02      -0.98222E-02      -0.67319E-01      -0.52741E+00      -0.26071E+01
      0      1      -0.41614E+00      -0.25879E-03       0.14645E+01       0.10082E+02       0.34055E+00       0.17456E+01
      0      1       0.21445E+00      -0.32624E-02      -0.16914E+01      -0.11643E+02       0.62884E+00       0.24358E+01
      0      1      -0.23198E+00       0.14960E-02       0.21600E+00       0.14855E+01      -0.60921E+00      -0.24655E+01
      0      1       0.16737E+00       0.15405E-02      -0.21888E+01      -0.15068E+02       0.46046E+00       0.44985E+00
      0      1      -0.27108E+00       0.33514E-02      -0.15201E+01      -0.10468E+02      -0.15725E+00       0.40319E+00
      0      1      -0.78023E-02       0.22032E-02       0.87442E+00       0.60190E+01      -0.35190E+00      -0.10867E+01
      0      1       0.83685E+00      -0.65544E-02       0.27357E+01       0.18835E+02      -0.14463E+00      -0.99052E+00
      0      1      -0.11716E+01       0.48686E-03       0.27022E+01       0.18608E+02      -0.47932E-01      -0.59486E+00
      0      1       0.60940E+00      -0.38694E-02       0.28051E+01       0.19313E+02      -0.86314E-01       0.85891E+00
      0      1      -0.10012E+01      -0.10696E-02      -0.21983E+01      -0.15138E+02       0.45824E+00       0.14286E+01
      0      1      -0.13475E-01       0.17140E-02       0.19962E+01       0.13745E+02       0.68634E-01       0.19621E+01
      0      1       0.19076E+00      -0.24200E-03       0.20419E+01       0.14061E+02       0.28792E+00       0.21876E+01
      0      1      -0.33501E+00      -0.44861E-03      -0.23177E+01      -0.15954E+02      -0.61595E-01      -0.14734E+00
      0      1      -0.18070E+00       0.30126E-02      -0.13942E+01      -0.96000E+01      -0.20139E+00      -0.16372E+01
      0      1      -0.23252E-01       0.34856E-02      -0.27354E+01      -0.18830E+02       0.52660E-01      -0.89162E+00
      0      1       0.76633E-01      -0.24845E-02      -0.93244E+00      -0.64242E+01       0.76620E-01      -0.13613E+00
      0      1      -0.13055E+01       0.20318E-02       0.38023E+00       0.26201E+01      -0.19664E+00      -0.71610E+00
      0      1       0.59515E+00       0.11358E-02       0.17946E+00       0.12354E+01      -0.11604E+00       0.84328E+00
      0      1       0.24296E+00      -0.23319E-02      -0.27186E+01      -0.18719E+02      -0.22051E+00       0.42518E+00
      0      1      -0.43020E+00      -0.27873E-04      -0.82610E+00      -0.56902E+01      -0.23346E+00      -0.63096E-01
      0      1      -0.60952E-01      -0.19219E-02       0.11307E+01       0.77869E+01       0.53588E+00       0.95019E+00
      0      1      -0.16032E-02       0.17065E-02      -0.29634E+01      -0.20400E+02       0.31829E+00       0.26353E+00
      0      1      -0.30188E+00      -0.34290E-03      -0.21631E+01      -0.14889E+02      -0.17918E+00      -0.98254E+00
      0      1      -0.10211E+00       0.35514E-02       0.37395E+00       0.25761E+01      -0.27248E+00      -0.19023E+00
      0      1      -0.69090E+00       0.21956E-02      -0.26998E+01      -0.18584E+02       0.23459E+00       0.11006E+01
      0      1      -0.72234E+00       0.13224E-02       0.18084E+01       0.12447E+02       0.69915E-03      -0.50454E+00
      0      1       0.88860E+00       0.31575E-03       0.24966E+01       0.17190E+02      -0.61120E+00      -0.25516E+01
      0      1      -0.49286E-01       0.16148E-02      -0.50499E+00      -0.34766E+01      -0.16802E+00      -0.14197E+01
      0      1       0.18556E+00       0.42867E-02       0.19129E+00       0.13178E+01       0.26405E+00       0.13861E+01
      0      1       0.10627E+01      -0.15334E-02      -0.97144E+00      -0.66912E+01       0.19232E-01      -0.15402E+00
      0      1       0.24968E-01       0.30147E-02       0.10359E+01       0.71330E+01      -0.37829E+00      -0.21403E+01
      0      1      -0.20538E-01       0.52496E-03       0.12194E+00       0.83787E+00       0.69496E+00       0.23011E+01
      0      1       0.10939E+01      -0.13738E-02       0.27425E+01       0.18885E+02       0.91252E-01      -0.10461E+00
      0      1       0.58105E+00      -0.28070E-02      -0.13279E+01      -0.91433E+01      -0.63308E+00      -0.24484E+01
      0      1      -0.84686E+00       0.54002E-03       0.15886E+01       0.10938E+02       0.37563E+00       0.65363E+00
      0      1       0.13395E+01       0.44228E-03       0.34077E-01       0.23301E+00       0.18461E-01      -0.27565E+00
      0      1      -0.75999E+00       0.28921E-02      -0.19898E+00      -0.13701E+01      -0.42855E+00      -0.27675E+01
      0      1      -0.13983E+01       0.17718E-02      -0.15802E+01      -0.10879E+02       0.35550E+00       0.12359E+01
      0      1       0.11119E+01      -0.97866E-03       0.20701E+01       0.14254E+02      -0.59019E+00      -0.19860E+01
      0      1      -0.86200E+00      -0.19742E-02       0.14597E+01       0.10049E+02      -0.13915E+00      -0.76494E+00
      0      1      -0.33760E+00       0.26415E-02       0.12267E+00       0.84884E+00       0.18719E+00      -0.78220E-01
      0      1      -0.82982E+00       0.57026E-03       0.10822E+01       0.74509E+01       0.24140E+00       0.47939E+00
      0      1      -0.22082E+00       0.71309E-03       0.26205E+01       0.18040E+02      -0.45983E-01      -0.78167E+00
      0      1       0.65238E+00      -0.24009E-02       0.13989E+00       0.96387E+00      -0.56134E+00      -0.18428E+01
      0      1      -0.43875E+00      -0.25791E-02       0.13126E+01       0.90387E+01      -0.21097E-01      -0.81360E+00
      0      1      -0.34969E+00      -0.64082E-03       0.29365E+01       0.20222E+02       0.21251E+00       0.68621E+00
      0      1      -0.43735E+00      -0.39334E-03       0.20118E+01       0.13852E+02       0.16139E+00      -0.51791E+00
      0      1       0.17071E+00       0.62958E-03      -0.49452E+00      -0.34029E+01       0.50804E+00       0.15590E+01
      0      1       0.27901E+00       0.29228E-02       0.11510E+01       0.79287E+01      -0.13267E+00       0.30745E+00
      0      1       0.51635E-01      -0.43101E-02       0.19268E+01       0.13266E+02       0.12699E+00       0.51628E+00
      0      1       0.36266E+00      -0.26977E-02      -0.27383E+01      -0.18855E+02       0.68577E+00       0.30810E+01
      0      1       0.12265E+01      -0.48415E-02       0.72067E+00       0.49614E+01      -0.32877E+00      -0.83986E+00
      0      1       0.49445E+00      -0.80918E-03      -0.13227E+01      -0.91083E+01      -0.32141E+00      -0.15337E+01
      0      1      -0.11842E+00      -0.21348E-02       0.17148E+01       0.11807E+02      -0.63057E+00      -0.94605E+00
      0      1       0.11003E+01      -0.57281E-04       0.19199E+01       0.13222E+02      -0.27704E+00      -0.30160E+00
      0      1      -0.21831E+00      -0.97756E-03       0.11249E+01       0.77422E+01       0.69477E+00       0.22403E+01
      0      1       0.78840E+00       0.13916E-02       0.14705E+01       0.10126E+02       0.15874E+00      -0.36523E+00
      0      1       0.16338E+00       0.34425E-02      -0.20231E+01      -0.13931E+02      -0.15494E+00       0.75917E+00
      0      1      -0.81132E+00       0.17326E-02      -0.20858E+01      -0.14361E+02       0.39188E+00       0.19043E+01
      0      1      -0.70550E+00       0.58930E-03      -0.18466E-01      -0.12890E+00      -0.25332E+00       0.51621E+00
      0      1       0.88049E+00      -0.45401E-02       0.12598E+01       0.86748E+01      -0.42685E+00      -0.10279E+01
      0      1      -0.45508E+00       0.29684E-02      -0.17430E+01      -0.12000E+02       0.30159E+00       0.24416E+01
      0      1       0.53661E-01       0.35924E-02      -0.80321E+00      -0.55281E+01       0.48131E+00       0.13832E+01
      0      1       0.10269E+01      -0.45758E-03      -0.35816E+00      -0.24641E+01      -0.23843E+00      -0.10179E+00
      0      1       0.37127E+00       0.33555E-02       0.10318E+01       0.71026E+01      -0.15573E+00      -0.32198E+00
      0      1      -0.45234E+00      -0.22389E-02       0.24713E+01       0.17016E+02       0.27689E+00       0.99200E+00
      0      1       0.63592E+00      -0.63482E-02       0.12671E+01       0.87237E+01      -0.93919E-01      -0.30693E+00
      0      1       0.58613E+00       0.14337E-02       0.60846E+00       0.41904E+01      -0.28231E+00      -0.88752E+00
      0      1      -0.35589E+00       0.52832E-02      -0.23134E+00      -0.15946E+01       0.39676E+00       0.13661E+01
      0      1       0.45652E+00       0.36857E-02      -0.43286E+00      -0.29832E+01      -0.50016E-01      -0.29978E+00
      0      1      -0.19389E+00      -0.16186E-02      -0.88902E+00      -0.61169E+01      -0.48751E-01      -0.18407E+00
      0      1      -0.57274E+00       0.42555E-04      -0.13936E+01      -0.95970E+01      -0.87051E-01      -0.11995E+01
      0      1       0.10969E+01      -0.26014E-02       0.23433E+01       0.16131E+02      -0.14497E+00      -0.18526E+00
      0      1       0.11571E+01      -0.33633E-02      -0.15459E+01      -0.10643E+02      -0.12319E-01      -0.47966E+00
      0      1      -0.25175E-01      -0.23405E-02      -0.37855E-01      -0.26277E+00       0.29428E+00       0.49420E+00
      0      1      -0.66371E+00      -0.24469E-02      -0.57488E+00      -0.39551E+01       0.13057E+00      -0.21918E+00
      0      1      -0.11914E+01       0.29389E-02       0.19156E+01       0.13187E+02      -0.49552E+00      -0.19715E+01
      0      1       0.43362E+00      -0.19293E-02       0.14860E+01       0.10229E+02      -0.69245E+00      -0.24604E+01
      0      1      -0.68734E-01      -0.48605E-02       0.10492E+00       0.72343E+00      -0.21068E+00      -0.62476E-01
      0      1      -0.48407E+00      -0.18711E-02       0.16541E+01       0.11392E+02      -0.34335E+00      -0.14038E+01
      0      1      -0.49426E+00       0.48058E-02       0.15771E+01       0.10858E+02      -0.27845E+00      -0.17906E+01
      0      1      -0.81862E+00      -0.31221E-03      -0.73559E+00      -0.50626E+01      -0.16866E+00      -0.12625E+01
      0      1       0.66620E+00       0.47402E-03      -0.21593E+01      -0.14869E+02       0.21707E+00      -0.23606E+00
      0      1       0.22462E+00       0.20042E-02      -0.21250E+01      -0.14631E+02       0.20052E+00       0.88018E+00
      0      1       0.77722E+00      -0.54012E-03      -0.86057E+00      -0.59224E+01      -0.53153E+00      -0.18435E+01
      0      1      -0.51747E+00      -0.21388E-02       0.23939E+01       0.16485E+02      -0.87303E-01      -0.11639E+01
      0      1      -0.16207E+00       0.19851E-03       0.21635E+01       0.14898E+02       0.29338E+00       0.11571E+01
      0      1      -0.14381E+00       0.10642E-02       0.39077E+00       0.26908E+01       0.77976E+00       0.35729E+01
      0      1      -0.87240E+00       0.15149E-02      -0.16773E+01      -0.11547E+02      -0.54450E+00      -0.11142E+01
      0      1      -0.33699E+00      -0.30294E-02       0.20475E+01       0.14098E+02       0.31860E+00       0.10258E+01
      0      1      -0.95240E+00       0.18817E-02       0.28843E+01       0.19858E+02       0.42868E-02       0.10616E+01
      0      1       0.55669E+00      -0.21359E-02      -0.20335E+01      -0.13999E+02       0.57540E+00       0.10803E+01
      0      1       0.90469E+00      -0.21025E-02      -0.75775E-02      -0.50925E-01      -0.33869E+00      -0.15431E+01
      0      1      -0.73641E+00      -0.28380E-02       0.23489E+01       0.16174E+02       0.37122E-01       0.92904E+00
      0      1       0.99643E+00       0.10440E-02       0.79733E+00       0.54909E+01      -0.57513E+00      -0.20612E+01
      0      1      -0.61322E-01      -0.40767E-02      -0.27001E+01      -0.18589E+02      -0.50785E-02      -0.12076E+01
      0      1       0.48615E+00       0.29846E-02       0.24651E+01       0.16974E+02      -0.11023E-01       0.23960E+00
      0      1       0.95231E+00      -0.20867E-02      -0.15451E+01      -0.10637E+02       0.18300E+00       0.81148E+00
      0      1       0.52456E+00       0.17810E-02       0.22773E+01       0.15677E+02       0.39228E-01      -0.11990E+01
      0      1      -0.64875E+00      -0.22056E-02       0.13963E+01       0.96150E+01       0.27755E+00      -0.35700E-01
      0      1       0.32362E+00      -0.57202E-03       0.23340E+01       0.16071E+02      -0.74651E+00      -0.18702E+01
      0      1      -0.42990E+00      -0.43809E-02       0.26973E+01       0.18572E+02       0.12769E+00       0.95971E+00
      0      1      -0.45047E+00      -0.95242E-03       0.52646E+00       0.36272E+01      -0.55778E+00      -0.15639E+01
      0      1       0.73530E+00      -0.44918E-02       0.18350E+00       0.12661E+01      -0.36509E+00      -0.10514E+01
      0      1       0.49939E+00       0.17839E-03      -0.53167E+00      -0.36613E+01       0.74247E+00       0.23292E+01
      0      1       0.60203E+00       0.12273E-02      -0.65034E+00      -0.44755E+01       0.45689E-01      -0.13130E+01
      0      1      -0.26498E+00       0.62295E-02      -0.22458E+01      -0.15463E+02      -0.51074E-01       0.42777E-01
      0      1       0.77434E+00      -0.30536E-02      -0.25256E+01      -0.17390E+02      -0.58571E+00      -0.19117E+01
      0      1       0.13767E+00      -0.21449E-02       0.17731E+01       0.12210E+02      -0.12193E+00      -0.84307E+00
      0      1       0.13086E+00      -0.44510E-04      -0.24048E+01      -0.16560E+02      -0.16446E+00      -0.51795E+00
      0      1       0.28400E+00       0.44883E-02       0.68828E+00       0.47408E+01      -0.29824E+00      -0.13284E+01
      0      1      -0.24688E+00       0.21249E-04       0.83480E+00       0.57466E+01      -0.62232E+00      -0.26691E+01
      0      1       0.26314E-01       0.24472E-02      -0.17056E+01      -0.11743E+02       0.97228E-01       0.10034E+01
      0      1       0.68105E-01       0.46298E-03       0.30623E+00       0.21046E+01       0.38147E+00       0.13820E+01
      0      1      -0.61623E+00       0.18258E-02       0.74069E-02       0.52661E-01       0.66910E+00       0.25896E+01
      0      1       0.31486E+00      -0.48118E-04       0.83563E+00       0.57515E+01      -0.45171E+00      -0.18265E+01
      0      1      -0.30047E-01      -0.52209E-02      -0.12746E+01      -0.87737E+01       0.36903E-01      -0.14463E+00
      0      1       0.58974E+00      -0.16217E-02      -0.16699E+01      -0.11502E+02       0.64058E-01       0.46860E+00
      0      1      -0.48183E+00      -0.14157E-02       0.50842E+00       0.35010E+01       0.21479E+00      -0.63359E+00
      0      1      -0.16644E+00       0.30502E-02       0.13846E+01       0.95342E+01      -0.10625E+00      -0.50155E+00
      0      1       0.37314E+00      -0.27486E-02      -0.25452E+01      -0.17522E+02       0.30437E+00       0.10951E+01
      0      1       0.77927E+00       0.21241E-02      -0.64836E+00      -0.44621E+01       0.27532E+00      -0.15142E+00
      0      1      -0.75002E+00       0.96243E-03      -0.22421E+01      -0.15437E+02       0.43660E+00       0.27375E+01
      0      1       0.44951E+00      -0.10342E-02       0.29686E+01       0.20441E+02       0.22812E+00       0.18197E+01
      0      1       0.82782E+00      -0.36085E-02      -0.12120E+00      -0.83617E+00       0.41203E-01       0.23057E-01
      0      1       0.93526E+00      -0.42459E-02       0.11119E+01       0.76551E+01      -0.29726E+00      -0.16369E+01
      0      1       0.55730E+00      -0.27461E-02      -0.11584E+01      -0.79749E+01      -0.44735E-01      -0.10856E+01
      0      1      -0.54042E+00       0.23834E-02       0.23395E+01       0.16105E+02      -0.56194E+00      -0.24539E+01
      0      1       0.23453E+00       0.28869E-02       0.19174E+01       0.13201E+02       0.11385E-01       0.13436E+01
      0      1       0.71708E+00      -0.52751E-03       0.46793E+00       0.32210E+01       0.20299E+00      -0.62205E+00
      0      1       0.53338E+00      -0.20826E-02       0.88305E+00       0.60845E+01      -0.17603E+00      -0.25135E+00
      0      1       0.56486E+00      -0.41296E-02       0.13483E+01       0.92850E+01      -0.20293E+00      -0.13792E+01
      0      1       0.11614E+01      -0.15142E-02      -0.14751E+01      -0.10154E+02      -0.47085E-01       0.73841E+00
      0      1       0.90825E+00       0.49197E-03      -0.12668E+01      -0.87217E+01       0.56186E+00       0.16153E+01
      0      1      -0.42038E+00      -0.18299E-02       0.27375E+01       0.18849E+02       0.39577E+00       0.25762E+01
      0      1      -0.42970E+00      -0.25664E-03      -0.96513E+00      -0.66456E+01       0.61051E+00       0.31575E+01
      0      1      -0.86666E+00       0.45560E-02       0.69399E+00       0.47759E+01       0.73279E-01      -0.75316E+00
      0      1       0.71420E+00       0.27769E-02       0.92722E+00       0.63826E+01       0.50409E+00       0.20898E+01
      0      1       0.10437E+01      -0.15854E-02      -0.20171E+01      -0.13892E+02      -0.10339E+00      -0.54445E+00
      0      1       0.27322E+00       0.28201E-02      -0.18804E+01      -0.12945E+02       0.47512E+00       0.57038E+00
      0      1      -0.25071E-01      -0.62541E-03      -0.20916E+01      -0.14403E+02       0.23272E+00       0.16107E+01
      0      1       0.10368E+00      -0.27567E-02       0.77828E+00       0.53627E+01       0.16794E+00      -0.12473E+00
      0      1       0.42863E+00      -0.58160E-02       0.21973E+01       0.15131E+02      -0.65091E-01      -0.41737E+00
      0      1       0.93137E+00      -0.38538E-02      -0.53705E+00      -0.36974E+01       0.12194E+00      -0.69546E+00
      0      1       0.80002E+00       0.79219E-03      -0.45643E+00      -0.31396E+01       0.53071E+00       0.20356E+01
      0      1       0.55811E+00      -0.45614E-02      -0.12053E+01      -0.82987E+01      -0.63458E-01       0.25005E+00
      0      1      -0.68468E+00      -0.10063E-02       0.20397E+01       0.14044E+02      -0.19386E+00      -0.10082E+01
      0      1       0.49216E+00       0.15686E-02      -0.39581E+00      -0.27278E+01       0.18900E+00       0.17163E+01
      0      1      -0.88165E-03      -0.13858E-02      -0.29742E+01      -0.20474E+02      -0.20046E+00      -0.12174E+01
      0      1       0.17936E+00      -0.51577E-02       0.29994E+01       0.20651E+02      -0.30669E-01       0.11037E+01
      0      1      -0.15249E+00       0.31069E-02       0.93146E+00       0.64166E+01       0.26533E+00       0.62242E+00
      0      1       0.13811E+01      -0.26792E-02      -0.15461E+01      -0.10647E+02       0.17876E+00       0.27303E+00
      0      1       0.29826E+00      -0.48139E-02      -0.14265E+01      -0.98223E+01       0.32536E+00       0.81391E+00
      0      1      -0.11239E+01       0.22494E-03       0.14952E+01       0.10291E+02      -0.25713E-01       0.99804E-01
      0      1       0.22087E+00       0.17880E-03      -0.35570E+00      -0.24494E+01      -0.46989E+00      -0.26678E+01
      0      1       0.73747E+00      -0.11794E-02       0.12562E+01       0.86509E+01      -0.60745E+00      -0.12405E+01
      0      1       0.51331E-01       0.33522E-02       0.12171E+01       0.83773E+01      -0.60787E+00      -0.21793E+01
      0      1       0.99517E+00       0.35947E-03      -0.10177E+01      -0.70080E+01      -0.11851E+00       0.81208E+00
      0      1      -0.82178E+00      -0.17682E-02      -0.28558E+01      -0.19661E+02       0.38706E+00       0.18671E+01
      0      1       0.10474E+00       0.36136E-02       0.11951E+01       0.82291E+01       0.48197E+00       0.27698E+01
      0      1       0.38904E+00       0.20039E-02      -0.40322E-01      -0.28114E+00       0.47303E+00       0.19109E+01
      0      1       0.85422E+00      -0.23031E-03      -0.91745E+00      -0.63160E+01       0.72037E+00       0.24353E+01
